JDayMod,124Langes,1427Bath,241VKLake,398Snow,526Stumpy,554Columbia,683Boston,970Fitzwater
1478,14,-74,5,-9999,-2,4,14,-10
1479,12,-81,5,-9999,-2,2,14,-16
1480,13,-86,4,-9999,0,3,12,-21
1481,14,-92,5,-9999,-2,4,13,-23
1482,12,-96,4,-9999,-3,2,12,-28
1483,11,-100,3,-9999,-3,1,11,-32
1484,11,-104,2,-9999,-8,1,10,-36
1485,10,-104,1,-9999,-7,1,10,-41
1486,12,-105,1,-9999,-3,1,10,-42
1487,12,-108,2,-9999,-4,3,11,-46
1488,12,-110,2,-9999,-4,7,12,-48
1489,11,-108,6,-9999,-3,6,11,-55
1490,10,-115,5,-9999,-4,4,10,-56
1491,11,-118,5,-9999,-3,3,10,-58
1492,14,-119,6,-9999,-3,5,11,-59
1493,15,-116,8,-9999,-3,5,10,-62
1494,16,-121,6,-9999,-3,6,11,-60
1495,15,-122,5,-9999,-4,6,14,-58
1496,14,-122,2,-9999,-3,4,12,-59
1497,16,-121,2,-9999,-4,4,12,-58
1498,14,-120,2,-9999,-3,4,13,-63
1499,13,-120,2,-9999,-3,4,12,-65
1500,13,-123,1,-9999,-3,2,11,-67
1501,14,-123,1,-9999,-3,4,11,-68
1502,14,-122,2,-9999,-3,5,12,-70
1503,14,-122,1,-9999,-3,5,12,-73
1504,13,-125,1,-9999,-2,4,11,-75
1505,13,-126,1,-9999,-2,4,11,-75
1506,16,-124,2,-9999,-2,5,13,-74
1507,15,-122,2,-9999,-3,4,13,-80
1508,14,-123,1,-9999,-2,3,12,-84
1509,14,-125,2,-9999,-1,5,12,-89
1510,17,-126,2,-9999,-1,5,14,-80
1511,17,-125,3,-9999,-3,5,14,-86
1512,18,-126,3,-9999,3,5,16,-93
1513,20,-124,4,-9999,0,5,17,-85
1514,23,-103,6,-9999,0,5,7,-53
1515,23,-99,6,-9999,-2,5,5,-40
1516,21,-92,5,-9999,-3,5,1,-24
1517,19,-90,4,-9999,-4,2,20,-21
1518,18,-89,3,-9999,-4,3,19,-25
1519,17,-89,2,-9999,-4,2,18,-28
1520,16,-96,1,-9999,-4,1,16,-35
1521,19,-100,1,-9999,-4,3,16,-39
1522,14,-101,3,-9999,-4,4,18,-44
1523,13,-101,2,-9999,-4,2,15,-50
1524,13,-104,0,-9999,-4,1,14,-54
1525,14,-106,1,-9999,-4,2,15,-57
1526,14,-108,1,-9999,-2,2,14,-62
1527,14,-108,4,-9999,5,4,15,-63
1528,16,-113,4,-9999,4,4,20,-64
1529,15,-114,4,-9999,4,3,19,-67
1530,15,-114,4,-9999,3,4,20,-64
1531,18,-111,4,-9999,4,7,1,-28
1532,21,-104,6,-9999,2,7,1,-4
1533,18,-85,5,-9999,2,2,0,1
1534,16,-82,4,-9999,2,1,19,1
1535,17,-73,7,-9999,0,7,1,14
1536,14,-67,5,-9999,1,4,18,2
1537,14,-66,4,-9999,1,1,16,-7
1538,14,-70,4,-9999,1,2,16,-9
1539,15,-73,5,-9999,2,3,16,-9
1540,15,-74,6,-9999,3,5,17,0
1541,14,-76,4,-9999,2,3,17,-10
1542,14,-80,5,-9999,2,4,16,-9
1543,13,-84,4,-9999,2,4,16,-17
1544,13,-87,4,-9999,1,1,15,-21
1545,13,-90,4,-9999,0,1,14,-22
1546,13,-94,4,-9999,1,1,15,-27
1547,13,-96,3,-9999,3,1,14,-30
1548,15,-98,4,-9999,1,6,17,-18
1549,14,-98,6,-9999,2,4,17,-21
1550,14,-96,4,-9999,2,4,18,-20
1551,15,-82,6,-9999,3,3,19,-6
1552,16,-79,6,-9999,2,4,18,-8
1553,15,-76,6,-9999,2,3,17,-15
1554,16,-76,5,-9999,4,4,17,-17
1555,21,-50,8,-9999,2,6,2,16
1556,18,-41,6,-9999,1,4,20,15
1557,17,-43,5,-9999,-9999,3,18,6
1558,16,-47,5,-9999,-9999,3,17,5
1559,21,-42,8,-9999,-9999,8,2,-9999
1560,18,-19,-9999,-9999,-4,4,20,-9999
1561,20,-28,-9999,-9999,-4,3,12,-9999
1562,18,-38,-9999,-9999,-8,-9999,15,-9999
1563,17,-30,-9999,-9999,-4,-9999,14,-9999
1564,18,-39,-9999,-9999,-8,-9999,13,-9999
1565,17,-49,-9999,-9999,-9,-9999,14,-9999
1566,18,-49,-9999,-9999,-3,-9999,15,-9999
1567,16,-58,-9999,-9999,-5,-9999,15,-9999
1568,17,-62,-9999,-9999,-10,-9999,-1,-9999
1569,17,-64,-9999,-9999,-10,-9999,15,-9999
1570,17,-71,-9999,-9999,-10,-9999,14,-9999
1571,17,-74,-9999,-9999,-11,-9999,14,-9999
1572,17,-74,-9999,-9999,-11,-9999,14,-9999
1573,18,-74,-9999,-9999,-11,-9999,14,-9999
1574,17,-80,-9999,-9999,-11,-9999,14,-9999
1575,16,-76,-9999,-9999,-12,-9999,14,-9999
1576,17,-84,-9999,-9999,-11,-9999,15,-9999
1577,17,-78,-9999,-9999,-5,-9999,14,-9999
1578,17,-78,-9999,-9999,-11,-9999,14,-9999
1579,17,-90,-9999,-9999,-10,-9999,14,-9999
1580,18,-85,-9999,-9999,-4,-9999,19,-9999
1581,20,-72,-9999,-9999,-2,-9999,15,-9999
1582,24,-42,-9999,-9999,-2,-9999,16,-9999
1583,21,-48,-9999,-9999,-5,-9999,14,-9999
1584,19,-51,-9999,-9999,-5,-9999,14,-9999
1585,19,-54,-9999,-9999,-4,-9999,14,-9999
1586,-9999,-61,-9999,-9999,-5,-9999,13,-9999
1587,-9999,-68,-9999,-9999,-5,-9999,14,-9999
1588,20,-9999,-9999,-9999,-9999,-9999,13,-9999
1589,20,-9999,-9999,-9999,-9999,-9999,14,-9999
1590,20,-9999,-9999,-9999,-9999,-9999,14,-9999
1591,21,-9999,-9999,-9999,-9999,-9999,15,-9999
1592,19,-9999,-9999,-9999,-9999,-9999,14,-9999
1593,20,-9999,-9999,-9999,-9999,-9999,14,-9999
1594,28,-9999,-9999,-9999,-9999,-9999,2,-9999
1595,24,-9999,-9999,-9999,-9999,-9999,0,-9999
1596,26,-9999,-9999,-9999,-9999,-9999,4,-9999
1597,24,-9999,-9999,-9999,-9999,-9999,2,-9999
1598,23,-9999,-9999,-9999,-9999,-9999,1,-9999
1599,23,-9999,-9999,-9999,-9999,-9999,0,-9999
1600,23,-9999,-9999,-9999,-9999,-9999,16,-9999
1601,23,-9999,-9999,-9999,-9999,-9999,0,-9999
1602,24,-9999,-9999,-9999,-9999,-9999,16,-9999
1637,25,-91,7,13,-9999,-9999,-9999,-9999
1638,25,-69,6,13,0,6,15,-53
1639,24,-86,5,12,-7,4,14,-55
1640,24,-96,5,10,-10,6,14,-64
1641,24,-99,5,8,-11,5,12,-74
1642,24,-92,7,11,-6,8,12,-78
1643,24,-99,5,9,-11,7,11,-86
1644,24,-106,5,11,-12,6,9,-96
1645,24,-55,7,11,-2,8,10,-104
1646,24,-100,5,10,-10,4,10,-104
1647,23,-110,5,10,-13,4,9,-114
1648,25,-115,5,14,-13,5,8,-118
1649,25,-119,6,11,-12,6,8,-122
1650,23,-123,6,9,-12,5,5,-126
1651,23,-125,6,10,-8,6,5,-120
1652,23,-125,5,10,-10,7,4,-113
1653,23,-128,5,10,-13,5,3,-119
1654,22,-131,5,10,-14,5,2,-126
1655,22,-130,5,10,-14,6,1,-131
1656,23,-128,6,14,-11,8,0,-130
1657,23,-128,7,13,-4,8,1,-132
1658,22,-118,5,10,-15,4,-2,-137
1659,21,-124,5,10,-16,5,-3,-138
1660,22,-128,5,10,-16,4,-4,-143
1661,23,-131,6,16,-16,6,-6,-148
1662,23,-126,7,15,-8,6,-3,-142
1663,23,-130,6,14,-13,5,-5,-147
1664,22,-133,5,13,-15,5,-6,-152
1665,22,-134,5,12,-15,5,-9,-154
1666,21,-135,5,10,-17,4,-9,-153
1667,21,-136,5,10,-20,5,-11,-157
1668,22,-138,7,17,-17,6,-12,-163
1669,24,-91,8,18,-2,9,-3,-163
1670,23,-106,8,14,-2,8,0,-158
1671,22,-112,7,11,-2,4,0,-158
1672,22,-116,7,13,-4,4,-1,-156
1673,23,-108,8,17,-1,5,0,-147
1674,23,-104,6,16,-11,4,-2,-132
1675,23,-104,6,14,-12,4,-2,-119
1676,22,-106,7,15,-13,5,-4,-110
1677,22,-108,6,12,-12,4,-4,-112
1678,22,-112,6,14,-14,5,-4,-119
1679,22,-113,7,15,-14,6,-5,-116
1680,21,-117,6,12,-15,3,-6,-124
1681,21,-120,6,10,-14,6,-9,-127
1682,21,-124,6,10,-17,4,-11,-133
1683,22,-128,6,12,-16,5,-13,-139
1684,22,-130,6,11,-18,4,-16,-143
1685,23,-119,8,15,-2,10,-5,-138
1686,23,-66,7,14,-2,6,-5,-140
1687,21,-95,6,10,-3,2,-6,-139
1688,21,-105,6,9,-12,2,-8,-134
1689,21,-112,6,9,-14,3,-8,-137
1690,22,-118,7,12,-12,4,-10,-144
1691,23,-120,7,11,-10,3,-8,-143
1692,22,-124,6,11,-14,3,-9,-146
1693,23,-121,8,15,-2,9,-5,-149
1694,23,-86,7,14,-2,5,-1,-131
1695,23,-86,7,11,-4,3,-2,-117
1696,23,-90,7,11,-4,3,-2,-112
1697,22,-95,6,10,-6,2,-3,-114
1698,23,-99,6,10,-10,2,-4,-118
1699,22,-105,6,11,-13,3,-5,-122
1700,23,-109,6,13,-5,4,-5,-112
1701,22,-115,6,9,-11,2,-8,-105
1702,21,-116,5,7,-18,2,-10,-107
1703,22,-123,7,12,-18,4,-10,-118
1704,23,-127,6,12,-19,3,-12,-127
1705,23,-126,7,14,-5,5,-8,-125
1706,23,-130,6,11,-5,3,-9,-130
1707,22,-131,6,10,-5,3,-9,-132
1708,22,-132,6,12,-7,3,-11,-137
1709,22,-134,6,12,-12,3,-13,-144
1710,22,-136,6,11,-14,4,-16,-148
1711,21,-129,7,10,-5,2,-4,-94
1712,20,-129,7,9,-16,2,-5,-91
1713,22,-132,8,16,-16,5,-6,-97
1714,22,-132,8,14,-18,4,-6,-98
1715,22,-126,8,18,-1,10,2,-75
1716,20,-116,7,10,-4,6,0,-72
1717,20,-117,7,10,-3,5,0,-71
1718,19,-123,6,9,-4,3,-1,-77
1719,19,-126,6,9,-4,4,-2,-82
1720,21,-126,9,12,-2,9,0,-83
1721,20,-128,7,9,-3,4,-1,-88
1722,20,-130,7,10,-3,5,-1,-94
1723,20,-132,7,10,-3,6,-3,-102
1724,20,-134,7,12,-3,6,-4,-105
1725,22,-136,8,15,-2,5,-5,-109
1726,21,-137,7,10,-2,4,-4,-117
1727,19,-138,5,8,-4,3,-7,-121
1728,20,-138,6,9,-4,5,-7,-125
1729,21,-138,7,13,-4,6,-8,-128
1730,22,-139,6,12,-8,6,-6,-129
1731,22,-138,6,10,-10,6,-10,-132
1732,22,-139,6,9,-12,6,-12,-134
1733,22,-138,6,10,-10,6,-12,-134
1734,21,-139,7,8,-14,6,-14,-138
1735,20,-135,7,9,-2,6,-10,-138
1736,21,-138,6,12,-2,5,-10,-138
1737,22,-141,7,11,-1,6,-12,-140
1738,21,-139,6,12,1,9,-5,-138
1739,18,-137,5,8,-2,3,-10,-139
1740,19,-140,6,8,-2,3,-11,-140
1741,20,-142,7,13,0,9,-9,-140
1742,20,-141,7,12,0,9,-9,-139
1743,19,-142,6,10,-1,5,-12,-143
1744,19,-143,6,10,-2,5,-13,-143
1745,19,-142,6,11,0,8,-14,-142
1746,18,-142,5,10,-2,5,-15,-143
1747,22,-142,8,15,0,9,-16,-142
1748,21,-143,8,11,1,7,-16,-142
1749,22,-143,8,13,1,8,-10,-141
1750,22,-120,8,16,2,8,-5,-139
1751,22,-126,7,15,2,6,-7,-131
1752,22,-126,6,15,2,6,-7,-122
1753,19,-126,5,9,-1,6,-5,-119
1754,18,-125,5,9,-1,3,-6,-102
1755,20,-126,7,14,2,9,-1,-94
1756,20,-122,6,12,0,7,2,-59
1757,19,-120,6,12,1,5,1,-46
1758,19,-120,5,11,-2,4,1,-45
1759,19,-121,6,14,0,6,1,-47
1760,19,-122,5,15,0,6,1,-49
1761,18,-123,5,10,-2,5,1,-55
1762,21,-124,8,12,0,8,0,-58
1763,19,-126,6,10,-1,6,1,-62
1764,19,-128,6,11,-1,5,0,-65
1765,19,-129,6,10,0,5,0,-68
1766,19,-130,6,11,0,6,0,-71
1767,18,-123,5,10,-2,5,-1,-75
1768,18,-104,5,10,-3,5,-1,-74
1769,19,-133,6,11,0,7,-2,-76
1770,21,-134,6,13,1,10,0,-77
1771,18,-128,7,9,-2,6,1,-79
1772,20,-129,6,11,0,9,2,-79
1773,18,-96,6,10,-3,5,1,-58
1774,19,-100,6,11,-1,6,1,-58
1775,19,-98,6,13,0,7,1,-61
1776,19,-98,6,13,-2,7,2,-64
1777,20,-125,6,15,1,9,3,-67
1778,18,-98,5,10,-2,6,1,-72
1779,18,-101,5,9,-3,5,0,-73
1780,18,-107,5,9,-3,5,0,-78
1781,17,-107,5,9,-3,5,0,-78
1782,18,-109,5,10,-2,6,0,-77
1783,17,-108,4,9,-4,5,0,-81
1784,16,-120,4,9,-7,4,-2,-84
1785,17,-120,4,10,-8,5,-2,-81
1786,17,-121,4,9,-8,5,-3,-86
1787,16,-121,5,9,-8,4,-3,-88
1788,19,-121,6,15,-2,8,1,-84
1789,22,-119,7,14,-1,9,5,-61
1790,19,-120,5,13,-1,6,6,-52
1791,18,-118,5,10,-3,5,5,-50
1792,17,-110,5,10,-3,5,5,-49
1793,17,-106,4,9,-3,5,5,-52
1794,17,-104,5,9,-4,5,5,-53
1795,20,-107,7,15,-2,9,5,-51
1796,21,-112,5,10,-1,8,7,-50
1797,17,-115,4,9,-4,4,5,-50
1798,17,-106,4,9,-2,5,5,-48
1799,17,-110,4,9,-6,5,5,-53
1800,16,-108,4,9,-5,5,5,-56
1801,18,-110,6,14,0,8,6,-57
1802,18,-102,5,12,-2,6,9,-34
1803,17,-101,5,11,-4,5,10,-33
1804,18,-101,6,15,-2,8,10,-32
1805,19,-101,6,13,0,7,11,-32
1806,17,-101,5,11,-3,5,10,-35
1807,17,-100,5,11,-4,6,10,-39
1808,17,-101,5,11,-2,6,10,-43
1809,19,-102,7,13,-2,9,11,-45
1810,20,-106,8,15,-2,9,12,-43
1811,20,-111,7,13,-3,8,12,-50
1812,20,-110,5,15,-1,9,12,-47
1813,17,-104,4,10,-3,5,11,-49
1814,16,-104,4,10,-3,5,11,-50
1815,16,-105,4,10,-3,5,10,-54
1816,16,-105,4,10,-3,5,10,-55
1817,16,-106,4,10,-6,5,10,-58
1818,17,-105,5,13,-2,6,11,-58
1819,20,-112,7,13,-2,9,12,-59
1820,20,-116,5,14,-1,7,12,-59
1821,17,-116,4,11,-2,6,11,-58
1822,17,-110,5,12,-3,6,11,-59
1823,19,-108,5,11,-2,8,12,-60
1824,17,-112,4,10,-2,5,11,-58
1825,16,-108,4,9,-7,4,11,-59
1826,16,-105,3,8,-11,4,10,-63
1827,15,-106,4,6,-16,4,10,-64
1828,16,-108,4,10,-16,5,9,-66
1829,16,-111,5,9,-14,5,9,-71
1830,19,-104,6,14,-2,8,16,-36
1831,18,-91,4,11,-3,5,15,-22
1832,15,-90,4,5,-16,2,12,-24
1833,15,-91,3,4,-20,2,12,-27
1834,14,-96,2,4,-20,2,11,-33
1835,14,-98,3,4,-21,2,10,-34
1836,14,-100,2,3,-17,2,10,-42
1837,13,-102,3,3,-16,2,10,-46
1838,16,-103,4,8,-13,3,12,-49
1839,16,-103,1,10,-11,3,12,-54
1840,14,-102,0,5,-16,2,10,-56
1841,13,-104,0,4,-16,2,10,-58
1842,14,-106,1,8,-12,3,11,-59
1843,15,-110,0,7,-12,2,11,-65
1844,16,-109,5,11,-11,6,12,-64
1845,18,-116,4,14,-4,6,14,-61
1846,18,-9999,4,13,-2,6,14,-58
1847,17,-9999,4,11,-5,5,14,-59
1848,15,-9999,-9999,10,-6,5,14,-62
1849,13,-9999,-9999,7,-7,4,14,-66
1850,13,-9999,-9999,7,-9,4,14,-64
1851,14,-9999,-9999,9,-10,6,14,-66
1852,12,-9999,-9999,6,-12,4,13,-69
1853,12,-9999,-9999,4,-10,3,12,-71
1854,11,-9999,-9999,4,-14,2,12,-74
1855,11,-9999,-9999,3,-15,3,11,-74
1856,14,-9999,-9999,10,-3,6,14,-75
1857,11,-9999,-9999,4,-14,2,11,-78
1858,11,-9999,-9999,7,-14,3,12,-76
1859,14,-9999,-9999,9,-12,6,14,-70
1860,11,-9999,-9999,3,-12,2,11,-80
1861,11,-9999,-9999,4,-12,2,11,-78
1862,13,-9999,-9999,8,-12,4,13,-80
1863,10,-9999,-9999,4,-15,1,11,-82
1864,10,-9999,-9999,4,-15,2,11,-80
1865,14,-9999,-9999,8,-10,6,14,-78
1866,15,-9999,-9999,10,-2,7,15,-78
1867,11,-9999,-9999,8,-5,2,14,-74
1868,11,-9999,-9999,5,-10,2,13,-69
1869,14,-9999,-9999,8,-12,6,15,-67
1870,10,-9999,-9999,4,-17,1,11,-74
1871,9,-9999,-9999,3,-17,1,11,-71
1872,10,-9999,-9999,4,-16,1,11,-76
1873,9,-9999,-9999,3,-17,1,10,-78
1874,8,-9999,-9999,2,-18,1,10,-74
1875,9,-9999,-9999,3,-18,1,10,-76
1876,9,-9999,-9999,2,-18,1,10,-77
1877,8,-9999,-9999,2,-18,0,9,-79
1878,8,-9999,-9999,1,-17,0,9,-79
1879,9,-9999,-9999,4,-15,1,10,-79
1880,9,-9999,-9999,5,-14,1,11,-82
1881,8,-9999,-9999,4,-17,0,9,-81
1882,8,-9999,-9999,3,-18,1,10,-77
1883,8,-9999,-9999,4,-18,1,9,-81
1884,8,-9999,-9999,5,-16,0,9,-85
1885,8,-9999,-9999,4,-17,0,9,-88
1886,8,-9999,-9999,4,-16,1,9,-85
1887,9,-9999,-9999,6,-11,1,11,-83
1888,9,-9999,-9999,8,-11,1,11,-86
1889,11,-9999,-9999,10,-1,7,13,-81
1890,13,-135,2,7,-2,5,13,-86
1891,9,-136,1,9,-8,2,10,-88
1892,9,-135,1,8,-8,2,9,-86
1893,12,-135,2,8,-7,8,12,-86
1894,15,-133,3,9,-2,7,14,-88
1895,16,-131,3,6,-2,6,16,-69
1896,17,-127,4,13,-1,8,3,-50
1897,18,-107,4,13,-2,-9999,6,-25
1898,17,-94,4,13,-3,-9999,4,-8
1899,20,-71,5,14,-2,-9999,5,11
1900,18,-26,4,15,-3,-9999,1,14
1901,16,-10,3,14,-3,-9999,15,15
1902,16,-2,4,13,-2,-9999,14,13
1903,15,-2,3,10,-14,-9999,13,8
1904,14,-3,3,10,-16,-9999,12,5
1905,14,-11,3,12,-15,-9999,13,7
1906,14,-22,4,12,-15,-9999,13,7
1907,14,-34,3,9,-16,-9999,12,6
1908,13,-49,3,6,-19,-9999,11,-14
1909,13,-62,3,6,-18,-9999,11,-17
1910,13,-72,3,9,-17,-9999,11,-20
1911,15,-78,4,10,-7,-9999,13,3
1912,15,-71,4,12,-4,-9999,14,1
1913,13,-80,3,6,-14,-9999,13,-16
1914,13,-83,3,5,-17,-9999,12,-22
1915,15,-84,4,9,-14,-9999,13,-20
1916,14,-86,4,8,-14,-9999,13,-23
1917,14,-88,4,8,-16,-9999,12,-25
1918,14,-92,4,9,-15,-9999,13,-27
1919,16,-92,6,8,-1,-9999,14,-21
1920,16,-96,5,12,-2,-9999,15,1
1921,14,-94,4,10,-14,-9999,14,-17
1922,15,-94,4,10,-14,-9999,14,-22
1923,16,-94,5,9,-12,-9999,14,-12
1924,17,-86,7,13,-1,-9999,16,0
1925,16,-81,5,11,-8,-9999,15,-2
1926,17,-45,7,12,-2,-9999,1,6
1927,17,-43,6,13,-4,-9999,16,2
1928,16,-51,5,11,-6,-9999,15,-2
1929,17,-57,6,10,-4,-9999,16,-5
1930,17,-51,7,14,-1,-9999,16,-7
1931,16,-60,6,11,-4,-9999,15,-9
1932,16,-69,6,11,-8,-9999,15,-12
1933,18,-75,7,11,-1,-9999,16,-12
1934,17,-80,6,11,-5,-9999,15,-19
1935,16,-84,6,10,-12,-9999,15,-23
1936,19,-84,7,14,-1,-9999,0,-10
1937,17,-85,6,12,-3,-9999,0,-19
1938,17,-88,6,12,-4,-9999,16,-24
1939,16,-87,5,10,-4,-9999,16,-13
1940,16,-90,5,9,-4,-9999,15,-10
1941,16,-92,5,9,-6,-9999,15,-12
1942,16,-93,6,10,-4,-9999,15,-14
1943,16,-95,5,9,-10,-9999,14,-15
1944,16,-94,6,10,-3,-9999,14,-15
1945,16,-97,6,10,-8,-9999,15,-39
1946,16,-101,6,10,-11,-9999,14,-42
1947,17,-109,7,11,-7,-9999,15,-45
1948,16,-115,6,10,-12,-9999,14,-50
1949,16,-121,6,10,-13,-9999,14,-54
1950,16,-124,7,10,-14,-9999,14,-58
1951,16,-125,7,11,-11,-9999,14,-61
1952,16,-126,7,12,-2,-9999,14,-61
1953,16,-128,6,11,-12,-9999,14,-65
1954,16,-130,6,11,-12,-9999,14,-67
1955,16,-132,7,11,-14,-9999,13,-71
1956,16,-133,7,11,-14,-9999,13,-75
1957,18,-133,8,12,-14,-9999,14,-78
1958,17,-133,8,14,-5,-9999,14,-66
1959,17,-133,6,10,-16,-9999,12,-72
1960,16,-132,5,9,-18,-9999,11,-79
1961,18,-137,6,13,-14,-9999,13,-81
1962,19,-137,7,12,-12,-9999,13,-84
1963,18,-137,8,12,-3,-9999,12,-87
1964,18,-138,7,12,-8,-9999,11,-89
1965,17,-137,7,13,-12,-9999,11,-92
1966,16,-137,6,10,-17,-9999,9,-94
1967,16,-139,6,10,-18,-9999,8,-99
1968,16,-140,6,10,-20,-9999,8,-104
1969,16,-141,5,10,-19,-9999,7,-110
1970,18,-143,6,11,-24,-9999,8,-113
1971,19,-144,7,11,-28,-9999,8,-115
1972,19,-144,7,10,-34,-9999,6,-120
1973,21,-142,9,13,-4,-9999,8,-123
1974,19,-133,9,17,-1,-9999,12,-125
1975,17,-121,6,13,-12,-9999,10,-122
1976,18,-122,7,12,-11,-9999,9,-120
1977,20,-107,9,17,2,-9999,2,10
1978,19,-4,8,14,-4,-9999,3,13
1979,18,-55,7,16,-12,-9999,1,8
1980,19,-72,6,18,-14,-9999,16,-2
1981,20,-77,7,18,-15,-9999,15,-18
1982,20,-81,7,18,-16,-9999,15,-23
1983,19,-85,7,17,-19,-9999,13,-29
1984,18,-94,6,16,-22,-9999,12,-33
1985,19,-101,7,17,-33,-9999,12,-41
1986,19,-106,7,18,-27,-9999,11,-44
1987,19,-112,7,18,-32,-9999,10,-51
1988,19,-117,7,18,-32,-9999,9,-55
1989,19,-120,7,17,-33,-9999,8,-61
1990,20,-120,8,18,-15,-9999,10,-34
1991,21,-123,8,18,-16,-9999,10,-13
1992,21,-112,10,18,-1,-9999,10,-21
1993,21,-103,9,18,-1,-9999,14,-4
1994,20,-78,8,18,-17,-9999,14,-6
1995,20,-74,8,18,-16,-9999,14,-11
1996,21,4,10,19,-4,-9999,14,-21
1997,20,5,8,19,-17,-9999,14,-23
1998,21,-26,8,18,-16,-9999,13,-25
1999,21,-47,9,18,-15,-9999,13,-23
2000,19,-62,8,18,-15,-9999,12,-8
2001,18,-70,7,18,-18,-9999,11,-2
2002,19,-78,7,17,-19,-9999,10,-18
2003,20,-83,8,19,-23,-9999,10,-18
2004,20,-89,7,18,-27,-9999,9,-27
2005,22,0,10,19,-4,-9999,2,24
2006,20,8,9,17,-7,-9999,0,17
2007,22,5,9,18,-3,-9999,1,2
2008,22,0,9,18,-2,-9999,1,17
2009,21,-13,8,19,-10,-9999,1,12
2010,19,-25,7,18,-16,-9999,15,-5
2011,20,-39,7,19,-16,-9999,15,-16
2012,19,-55,7,18,-17,-9999,14,-26
2013,20,-67,8,19,-18,-9999,13,-32
2014,20,-76,7,18,-27,-9999,12,-42
2015,20,-66,9,19,-8,-9999,15,-36
2016,20,-82,8,19,-17,-9999,14,-34
2017,21,-84,9,19,-4,-9999,0,-13
2018,19,-91,7,19,-15,-9999,15,-24
2019,20,-97,8,19,-16,-9999,14,-31
2020,21,-99,8,19,-14,-9999,14,-33
2021,20,-104,8,18,-15,-9999,15,-22
2022,22,-75,9,18,1,-9999,3,3
2023,19,-88,8,17,-4,-9999,0,-9
2024,21,-96,8,19,-3,-9999,16,-18
2025,21,-99,9,18,3,-9999,1,-26
2026,20,-103,8,18,-2,-9999,16,-36
2027,21,-105,8,18,-7,-9999,15,-42
2028,20,-108,8,19,-11,-9999,14,-49
2029,19,-111,7,18,-16,-9999,12,-51
2030,20,-116,8,18,-14,-9999,12,-58
2031,19,-119,7,18,-15,-9999,10,-67
2032,20,-124,8,19,-15,-9999,9,-75
2033,21,-128,8,19,-16,-9999,8,-83
2034,21,-129,8,19,-16,-9999,6,-89
2035,21,-132,8,19,-22,-9999,4,-97
2036,21,-133,8,19,-27,-9999,4,-104
2037,21,-134,8,19,-30,-9999,3,-110
2038,19,-137,7,19,-30,-9999,1,-118
2039,20,-138,8,19,-38,-9999,0,-125
2040,19,-140,8,19,-39,-9999,-3,-130
2041,20,-142,7,19,-46,-9999,-5,-134
2042,20,-143,8,19,-47,-9999,-7,-140
2043,19,-144,8,19,-50,-9999,-10,-145
2044,19,-145,8,16,-52,-9999,-12,-148
2045,18,-146,8,15,-54,-9999,-13,-150
2046,19,-148,9,18,-57,-9999,-16,-155
2047,19,-148,8,18,-58,-9999,-18,-158
2048,19,-148,8,19,-58,-9999,-20,-162
2049,21,-146,9,19,3,-9999,-2,-146
2050,19,-144,8,18,-10,-9999,-7,-130
